2.000000000000000042e-03,2.599999999999999881e-02,2.491124207153916359e-03,5.996217041015625000e+02,5.303662300109863281e+00
4.000000000000000083e-03,2.199999999999999872e-02,2.065715789794921875e-01,2.450840759277343750e+02,5.395167350769042969e+00
6.000000000000000125e-03,3.799999999999999906e-02,4.663847386837005615e-01,1.569500885009765625e+02,5.569905757904052734e+00
6.000000000000000125e-03,3.200000000000000067e-02,5.063657760620117188e-01,1.535441436767578125e+02,5.375726699829101562e+00
1.200000000000000025e-02,3.599999999999999728e-02,4.947668015956878662e-01,1.719498138427734375e+02,5.317856311798095703e+00
1.400000000000000029e-02,4.800000000000000100e-02,5.043997764587402344e-01,1.684277954101562500e+02,5.300211429595947266e+00
1.400000000000000029e-02,4.200000000000000261e-02,4.812727570533752441e-01,2.008612976074218750e+02,5.273246288299560547e+00
2.000000000000000042e-02,7.199999999999999456e-02,5.247939229011535645e-01,1.798620147705078125e+02,5.252972602844238281e+00
8.000000000000000167e-03,4.599999999999999922e-02,5.166044831275939941e-01,1.803418579101562500e+02,5.233515739440917969e+00
6.000000000000000125e-03,4.200000000000000261e-02,5.178969502449035645e-01,1.923214263916015625e+02,5.229755878448486328e+00
1.400000000000000029e-02,5.600000000000000117e-02,5.023378729820251465e-01,2.122519531250000000e+02,5.163051128387451172e+00
2.199999999999999872e-02,6.800000000000000488e-02,5.196365714073181152e-01,2.058205108642578125e+02,5.140980243682861328e+00
2.999999999999999889e-02,8.200000000000000344e-02,5.316801667213439941e-01,2.060714263916015625e+02,5.106541633605957031e+00
1.799999999999999864e-02,7.199999999999999456e-02,5.126295685768127441e-01,2.377391510009765625e+02,5.101506710052490234e+00
1.799999999999999864e-02,6.800000000000000488e-02,5.261493921279907227e-01,2.180391693115234375e+02,5.149452686309814453e+00
2.199999999999999872e-02,8.999999999999999667e-02,5.029093623161315918e-01,2.414617614746093750e+02,5.063214302062988281e+00
2.800000000000000058e-02,9.800000000000000377e-02,5.141596198081970215e-01,2.175196990966796875e+02,5.094288825988769531e+00
2.400000000000000050e-02,9.600000000000000200e-02,4.813784360885620117e-01,2.463284149169921875e+02,5.103365421295166016e+00
2.599999999999999881e-02,1.000000000000000056e-01,5.164716243743896484e-01,2.099672088623046875e+02,5.028416633605957031e+00
1.799999999999999864e-02,7.399999999999999634e-02,5.362963676452636719e-01,2.010519409179687500e+02,5.078944206237792969e+00
1.400000000000000029e-02,1.059999999999999970e-01,5.334785580635070801e-01,1.960298767089843750e+02,5.076306819915771484e+00
3.200000000000000067e-02,1.300000000000000044e-01,5.027555823326110840e-01,2.216507873535156250e+02,4.974269390106201172e+00
3.799999999999999906e-02,1.219999999999999973e-01,5.036755800247192383e-01,2.161911010742187500e+02,5.013778686523437500e+00
3.200000000000000067e-02,1.160000000000000059e-01,5.040017962455749512e-01,2.372933044433593750e+02,4.950705051422119141e+00
3.599999999999999728e-02,1.140000000000000041e-01,4.990119040012359619e-01,2.270393676757812500e+02,4.956842422485351562e+00
2.999999999999999889e-02,1.199999999999999956e-01,5.171362161636352539e-01,2.278813476562500000e+02,4.983722686767578125e+00
5.199999999999999761e-02,1.580000000000000016e-01,5.179833769798278809e-01,2.277951965332031250e+02,4.910592079162597656e+00
3.799999999999999906e-02,1.439999999999999891e-01,5.236396193504333496e-01,2.246940460205078125e+02,4.990524291992187500e+00
5.000000000000000278e-02,1.419999999999999873e-01,5.351039171218872070e-01,2.169761505126953125e+02,4.885457038879394531e+00
4.200000000000000261e-02,1.419999999999999873e-01,5.275841951370239258e-01,2.189123840332031250e+02,4.928001403808593750e+00
4.000000000000000083e-02,1.519999999999999962e-01,5.198915600776672363e-01,2.182576141357421875e+02,4.894709587097167969e+00
5.800000000000000294e-02,1.419999999999999873e-01,5.204135179519653320e-01,2.106875915527343750e+02,4.858650207519531250e+00
4.000000000000000083e-02,1.640000000000000069e-01,5.269117355346679688e-01,2.193757171630859375e+02,4.835768699645996094e+00
