0.000000000000000000e+00,2.400000000000000050e-02,5.555200623348355293e-04,5.945063476562500000e+02,5.303207874298095703e+00
6.000000000000000125e-03,3.799999999999999906e-02,2.655598819255828857e-01,2.005219116210937500e+02,5.431229114532470703e+00
0.000000000000000000e+00,3.400000000000000244e-02,4.451886415481567383e-01,1.462495117187500000e+02,5.478754997253417969e+00
1.400000000000000029e-02,4.000000000000000083e-02,4.858956038951873779e-01,1.460305938720703125e+02,5.328925609588623047e+00
6.000000000000000125e-03,3.200000000000000067e-02,5.116855502128601074e-01,1.637629089355468750e+02,5.287381172180175781e+00
6.000000000000000125e-03,3.799999999999999906e-02,5.395660996437072754e-01,1.818575286865234375e+02,5.353488922119140625e+00
1.200000000000000025e-02,4.200000000000000261e-02,5.104357004165649414e-01,2.018330535888671875e+02,5.287490367889404297e+00
2.800000000000000058e-02,5.999999999999999778e-02,5.226100683212280273e-01,1.750984649658203125e+02,5.217839717864990234e+00
1.600000000000000033e-02,6.199999999999999956e-02,5.310806632041931152e-01,1.697958221435546875e+02,5.195632457733154297e+00
1.400000000000000029e-02,5.199999999999999761e-02,5.058581233024597168e-01,1.944417572021484375e+02,5.240655899047851562e+00
8.000000000000000167e-03,5.600000000000000117e-02,5.126779079437255859e-01,1.911688385009765625e+02,5.148613929748535156e+00
1.600000000000000033e-02,7.399999999999999634e-02,5.161658525466918945e-01,2.018720245361328125e+02,5.142934799194335938e+00
1.600000000000000033e-02,8.400000000000000522e-02,5.055568218231201172e-01,2.147911529541015625e+02,5.095851421356201172e+00
1.600000000000000033e-02,7.599999999999999811e-02,5.215159654617309570e-01,2.014099884033203125e+02,5.109913825988769531e+00
1.799999999999999864e-02,1.000000000000000056e-01,5.285711884498596191e-01,2.131447296142578125e+02,5.039281368255615234e+00
2.199999999999999872e-02,8.000000000000000167e-02,5.430237054824829102e-01,1.968751678466796875e+02,5.103895187377929688e+00
2.999999999999999889e-02,1.120000000000000023e-01,5.108774304389953613e-01,2.291191711425781250e+02,5.070245265960693359e+00
3.200000000000000067e-02,1.199999999999999956e-01,5.318695902824401855e-01,2.113573913574218750e+02,5.042037487030029297e+00
2.999999999999999889e-02,1.300000000000000044e-01,5.189413428306579590e-01,2.191725463867187500e+02,4.961891651153564453e+00
4.000000000000000083e-02,1.260000000000000009e-01,4.992946088314056396e-01,2.262235412597656250e+02,4.968892097473144531e+00
1.799999999999999864e-02,1.199999999999999956e-01,5.045187473297119141e-01,2.235437011718750000e+02,5.012944698333740234e+00
2.999999999999999889e-02,1.100000000000000006e-01,5.146679878234863281e-01,2.083264007568359375e+02,5.019803047180175781e+00
2.999999999999999889e-02,1.100000000000000006e-01,5.323883295059204102e-01,1.890100402832031250e+02,5.012456417083740234e+00
4.599999999999999922e-02,1.199999999999999956e-01,5.211609005928039551e-01,2.077134094238281250e+02,4.951445102691650391e+00
3.799999999999999906e-02,1.380000000000000115e-01,4.963688850402832031e-01,2.257460021972656250e+02,4.966782569885253906e+00
4.200000000000000261e-02,1.580000000000000016e-01,5.325936079025268555e-01,2.018594665527343750e+02,4.937758922576904297e+00
4.200000000000000261e-02,1.340000000000000080e-01,5.349926352500915527e-01,2.063283691406250000e+02,4.955079078674316406e+00
5.600000000000000117e-02,1.320000000000000062e-01,5.275437831878662109e-01,2.015876464843750000e+02,4.934707641601562500e+00
3.599999999999999728e-02,1.360000000000000098e-01,5.044321417808532715e-01,2.257500000000000000e+02,4.923327445983886719e+00
8.000000000000000167e-02,1.819999999999999951e-01,5.062112808227539062e-01,2.274749755859375000e+02,4.839585304260253906e+00
5.800000000000000294e-02,1.859999999999999987e-01,5.171813964843750000e-01,2.099853973388671875e+02,4.801536083221435547e+00
5.000000000000000278e-02,1.799999999999999933e-01,4.906923770904541016e-01,2.328959960937500000e+02,4.798161029815673828e+00
5.000000000000000278e-02,1.499999999999999944e-01,5.086708664894104004e-01,2.213524017333984375e+02,4.829696655273437500e+00
8.599999999999999312e-02,1.799999999999999933e-01,5.150786638259887695e-01,2.222173461914062500e+02,4.810253143310546875e+00
5.600000000000000117e-02,1.900000000000000022e-01,5.210147500038146973e-01,2.149629058837890625e+02,4.820329666137695312e+00
5.600000000000000117e-02,1.680000000000000104e-01,5.292111039161682129e-01,1.935017700195312500e+02,4.841556072235107422e+00
7.199999999999999456e-02,1.779999999999999916e-01,4.877061247825622559e-01,2.225297393798828125e+02,4.811985969543457031e+00
5.999999999999999778e-02,1.719999999999999862e-01,5.018886327743530273e-01,2.140305938720703125e+02,4.828181266784667969e+00
4.000000000000000083e-02,1.519999999999999962e-01,5.098732709884643555e-01,1.920749969482421875e+02,4.774326324462890625e+00
7.000000000000000666e-02,1.839999999999999969e-01,5.138004422187805176e-01,1.891814422607421875e+02,4.764263629913330078e+00
5.999999999999999778e-02,1.819999999999999951e-01,5.054089426994323730e-01,2.015639801025390625e+02,4.712279796600341797e+00
5.999999999999999778e-02,2.079999999999999905e-01,5.041413903236389160e-01,2.088357238769531250e+02,4.654348373413085938e+00
7.399999999999999634e-02,2.020000000000000129e-01,5.156745910644531250e-01,2.198305053710937500e+02,4.708467483520507812e+00
5.999999999999999778e-02,1.799999999999999933e-01,4.958014190196990967e-01,2.310268096923828125e+02,4.637793540954589844e+00
7.199999999999999456e-02,2.179999999999999993e-01,5.369625091552734375e-01,2.036496276855468750e+02,4.621910095214843750e+00
5.000000000000000278e-02,1.859999999999999987e-01,5.173038244247436523e-01,2.135129699707031250e+02,4.704339981079101562e+00
5.999999999999999778e-02,1.940000000000000058e-01,5.007140040397644043e-01,2.321384887695312500e+02,4.713861465454101562e+00
8.599999999999999312e-02,2.099999999999999922e-01,5.096524953842163086e-01,2.060733489990234375e+02,4.621743202209472656e+00
8.000000000000000167e-02,2.179999999999999993e-01,5.422331094741821289e-01,1.901492614746093750e+02,4.592038631439208984e+00
6.800000000000000488e-02,2.359999999999999876e-01,5.244617462158203125e-01,1.888724975585937500e+02,4.588272571563720703e+00
8.200000000000000344e-02,2.280000000000000082e-01,5.142241716384887695e-01,1.946929931640625000e+02,4.614299774169921875e+00
7.199999999999999456e-02,1.980000000000000093e-01,5.221357941627502441e-01,1.899866638183593750e+02,4.718379497528076172e+00
7.199999999999999456e-02,2.059999999999999887e-01,5.055324435234069824e-01,1.994679718017578125e+02,4.614141941070556641e+00
6.199999999999999956e-02,2.079999999999999905e-01,5.239837765693664551e-01,2.019058074951171875e+02,4.661250591278076172e+00
8.200000000000000344e-02,2.260000000000000064e-01,5.080950856208801270e-01,2.138513488769531250e+02,4.580286502838134766e+00
6.800000000000000488e-02,2.159999999999999976e-01,5.421549081802368164e-01,1.785399627685546875e+02,4.644736289978027344e+00
8.799999999999999489e-02,2.220000000000000029e-01,5.162993669509887695e-01,2.100083312988281250e+02,4.566167354583740234e+00
7.000000000000000666e-02,2.159999999999999976e-01,5.216348767280578613e-01,2.034798889160156250e+02,4.622148036956787109e+00
8.799999999999999489e-02,2.419999999999999929e-01,5.273277163505554199e-01,2.014935302734375000e+02,4.537596702575683594e+00
8.200000000000000344e-02,2.300000000000000100e-01,5.397582650184631348e-01,1.760353088378906250e+02,4.486390590667724609e+00
7.799999999999999989e-02,2.200000000000000011e-01,5.289550423622131348e-01,1.971950836181640625e+02,4.565766811370849609e+00
8.200000000000000344e-02,2.200000000000000011e-01,4.988247752189636230e-01,2.176575622558593750e+02,4.521379947662353516e+00
1.000000000000000056e-01,2.720000000000000195e-01,5.242903828620910645e-01,2.064676361083984375e+02,4.387225151062011719e+00
8.999999999999999667e-02,2.260000000000000064e-01,5.412079691886901855e-01,1.949307250976562500e+02,4.462124347686767578e+00
1.059999999999999970e-01,2.660000000000000142e-01,5.083416104316711426e-01,2.302063140869140625e+02,4.474088668823242188e+00
9.199999999999999845e-02,2.359999999999999876e-01,5.319893956184387207e-01,2.112598724365234375e+02,4.435459136962890625e+00
1.039999999999999952e-01,2.700000000000000178e-01,5.044123530387878418e-01,2.251708068847656250e+02,4.519566535949707031e+00
8.799999999999999489e-02,2.399999999999999911e-01,5.364863276481628418e-01,1.988029937744140625e+02,4.451859474182128906e+00
9.600000000000000200e-02,2.700000000000000178e-01,5.347664952278137207e-01,1.832162170410156250e+02,4.504168987274169922e+00
1.039999999999999952e-01,2.700000000000000178e-01,5.372347235679626465e-01,1.792690277099609375e+02,4.506698608398437500e+00
9.600000000000000200e-02,2.680000000000000160e-01,5.086039304733276367e-01,1.879608459472656250e+02,4.390499114990234375e+00
8.799999999999999489e-02,2.459999999999999964e-01,5.278804898262023926e-01,1.851180114746093750e+02,4.501711368560791016e+00
8.000000000000000167e-02,2.280000000000000082e-01,5.028133392333984375e-01,2.063311614990234375e+02,4.567104339599609375e+00
8.999999999999999667e-02,2.439999999999999947e-01,5.250703096389770508e-01,1.923323974609375000e+02,4.471294879913330078e+00
